occurrenceID;bibliographicCitation;institutionCode;collectionCode;catalogNumber;recordNumber;recordedBy;occurrenceRemarks;year;month;day;identifiedBy;yearIdentified;monthIdentified;dayIdentified;stateProvince;municipality;locality;decimalLatitude;decimalLongitude;family;genus;specificEpithet;infraspecificEpithet;scientificName;georeferenceRemarks;georeferenceProtocol;georeferenceVerificationStatus;georeferencedBy;georeferencedDate;georeferencePrecision;acceptedNameUsage
53ceafea5ed68;;MO;MOBOT_BR;1878050;35225;W.R. Anderson, M. Stieber & J.H. Kirkbride Jr.;;;;;G. Davidse (MO),;;;;Minas Gerais;;"'Serra do Espinhaco. Clumps in dry sandy area near a ravine. Ca. 10 km SW of Diamantina; valley with very steep, rocky sandstone sides sloping down to gallery forest, with sedge meadow (brejo) just above forest in places'";-19.053349;-43.670717;Poaceae;Axonopus;aureus;;Axonopus aureus;;SIG;1;Marcelo;12/09/13;Centroide de Poligono;Axonopus aureus
53ceafea5ee07;;UFU;HUFU;7216;2440;Klein, V.L.G.;"<nO>DESC:Herbácea heliófila, ca. 0,20 m. Folhas verdes, flores com cálice verde, corola e verticilos internos amarelos.;</nO>";1994;6;24;Romero, R.;2000;12;;Goiás;Alto Paraíso;Chapada dos Veadeiros;-14.203681;-47.523045;Melastomataceae;Chaetostoma;flavum;;Chaetostoma flavum;;SIG;1;Thiago;18/11/13;Centroide de Municipio;Chaetostoma flavum
53ceafea5eea8;;UEG-UNUCET;HUEG;1471;s.n.;"et al.; Miranda";"<nO>HABITAT:Cerrado rupestre; DESC:Arbusto ( 40 cm);</nO>";2004;1;17;;;;;GO;Pirenópolis;Parque Estadual Serra dos Pireneus;-15.864351;-48.867805;Lythraceae;Diplusodon;plumbeus;;Diplusodon plumbeus;;SIG;1;Thiago;13/09/13;Centroide de reserva/parque;Diplusodon plumbeus
53ceafea5ef4a;;UnB;UB;19565;7338;Heringer, E.P.;"<nO>Flor amarela; Brejo. ; HA</nO>";1959;11;12;Martins, A.B.;;;;Minas Gerais;;Serra do Cipó;-19.166872;-43.626694;Melastomataceae;Cambessedesia;semidecandra;;Cambessedesia semidecandra;;SIG;1;Thiago;11/09/13;Centroide de Poligono;Cambessedesia semidecandra
53ceafea5efeb;;UnB;UB;;974;Barros, M.A.G.;"<nO>. ; HA</nO>";1985;4;24;Cavalcanti, T.B.;;;;Distrito Federal;Brasília;Fazenda Água Limpa;-15.966667;-47.916667;Lythraceae;Diplusodon;rosmarinifolius;;Diplusodon rosmarinifolius;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Diplusodon rosmarinifolius
53ceafea5f08e;;JBRJ;RB;317708;;Semir, J.;;1973;9;6;M. Watamary;2011;2;26;Minas Gerais;Santana do Riacho;Km 114 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.;-19.202708;-43.643587;Eriocaulaceae;Comanthera;cipoensis;;Comanthera cipoensis;;SIG;1;Marcelo;14/03/13;Centroide de Municipio;Comanthera cipoensis
53ceafea5f12f;;MBM;MBM;91285;47934;Hatschbach, G.;;1984;6;15;Giulietti, A.M.;;;;Bahia;Mucugê;Rio Paraguaçu;-13.337144;-41.439611;Eriocaulaceae;Paepalanthus;pulvinatus;;Paepalanthus pulvinatus;;SIG;1;Marcelo;13/09/13;Centroide de Municipio;Paepalanthus pulvinatus
53ceafea5f1db;;UFU;HUFU;27089;9687;Barreto, M.;"<nO>DESC:Arbusto, ca. 0,5 m. Flor rósea.;</nO>";1937;11;8;;;;;Minas Gerais;Diamantina;Sentinella-Nas pedras.;-18.055177;-43.65238;Melastomataceae;Lavoisiera;bradeana;;Lavoisiera bradeana;;SIG;1;Marcelo;11/09/13;Centroide de Municipio;Lavoisiera bradeana
53ceafea5f292;;JBRJ;RB;109623;5686;Pereira, E.;<nO>Arb. de 1-2 mt. fl. vermelho telha.</nO>;1961;5;25;Eliane M. Normam;1988;;;Rio de Janeiro;Itatiaia;Planalto.;-22.356565;-44.660074;Scrophulariaceae;Buddleja;speciosissima;;Buddleja speciosissima;;SIG;1;Thiago;13/09/13;Centroide de reserva/parque;Buddleja speciosissima
53ceafea5f397;;JBRJ;RB;175723;856;Peixoto, A.L.;<nO>Arbusto muito ramificado, frequente. Folhas verde-acinzentadas com a face inferior lanosa. Flores cor de fogo.</nO>;1976;11;6;Eliane M. Norman;1988;;;Rio de Janeiro;Itatiaia;Planalto.;-22.356565;-44.660074;Scrophulariaceae;Buddleja;speciosissima;;Buddleja speciosissima;;SIG;1;Thiago;13/09/13;Centroide de reserva/parque;Buddleja speciosissima
53ceafea5f49a;;JBRJ;RB;59575;818;Duarte, A.P.;;1947;1;7;Eliane M. Norman;1988;;;Rio de Janeiro;Itatiaia;Planalto, abrigo antigo.;-22.356565;-44.660074;Scrophulariaceae;Buddleja;speciosissima;;Buddleja speciosissima;;SIG;1;Thiago;13/09/13;Centroide de reserva/parque;Buddleja speciosissima
53ceafea5f582;;JBRJ;RB;25894;1947;Campos Porto, P.;;1929;8;5;Eliane M. Norman;1988;;;Rio de Janeiro;Itatiaia;Campos do Altos.;-22.356565;-44.660074;Scrophulariaceae;Buddleja;speciosissima;;Buddleja speciosissima;;SIG;1;Thiago;13/09/13;Centroide de reserva/parque;Buddleja speciosissima
53ceafea5f63c;;NY;NYBG_BR;424598;303;T. B. Cavalcanti;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=282739'>more info</a></nO>;1989;2;24;T. B. Cavalcanti;1989;2;24;Bahia;Rio de Contas;Mato Grosso - Rio de Contas: km 5;-13.563186;-41.728721;Lythraceae;Diplusodon;parvifolius;;Diplusodon parvifolius;;SIG;1;Marcelo;13/09/13;Centroide de Municipio;Diplusodon parvifolius
53ceafea5f6fe;;UFMG;BHCB;21185;s.n.;"Mello Silva, R.; Cordeiro, I. & Assis, M.C.";;1987;11;4;;;;;Minas Gerais;Grão Mogol;;-16.672491;-42.974226;Velloziaceae;Vellozia;maxillarioides;;Vellozia maxillarioides;;SIG;1;Marcelo;12/09/13;Centroide de Municipio;Vellozia maxillarioides
53ceafea5f7c0;;JBRJ;RB;130666;9624;Duarte, A.P.;;1966;3;23;MC Vianna;1975;;;Minas Gerais;;Km 135 da Serra do Cipó.;-19.166872;-43.626694;Vochysiaceae;Vochysia;rotundifolia;;Vochysia rotundifolia;;SIG;1;Thiago;11/09/13;Centroide de Poligono;Vochysia rotundifolia
53ceafea5f861;;UFMG;BHCB;15110;932;Stehmann, J.R.;;1987;1;2;Lima, H.C. de;;;;Minas Gerais;Santana do Riacho;Serra do Cipó.;-19.166872;-43.626694;Melastomataceae;Lavoisiera;subulata;;Lavoisiera subulata;;SIG;1;Thiago;11/09/13;Centroide de Poligono;Lavoisiera subulata
53ceafea5f9aa;;UFMG;BHCB;19231;s.n.;Grandi, T.S.M.;;1989;2;;;;;;Minas Gerais;;Serra do Cipó.;-19.166872;-43.626694;Xyridaceae;Xyris;subsetigera;;Xyris subsetigera;;SIG;1;Thiago;11/09/13;Centroide de Poligono;Xyris subsetigera
53ceafea5fa71;;UnB;UB;;20338;"Irwin, H.S.; Maxwell, H. & Wasshausen, D.";"<nO>Inflorescence ca. 50cm tall. Bracts and axes dark red; buds scarlet yellow at base.; High campo slopes. ; HA</nO>";1968;2;17;Versieux, L.C.;;;;Minas Gerais;;Serra do Cipó, km 132. Ca. 153 km N of Belo Horizonte;-19.166872;-43.626694;Bromeliaceae;Pitcairnia;curvidens;;Pitcairnia curvidens;;SIG;1;Thiago;11/09/13;Centroide de Poligono;Pitcairnia curvidens
53ceafea5fb1e;;MN;R-TIPOS;127081;;Silveira, A.A.;;1905;4;;;;;;Minas Gerais;;Serra do Cipó;-19.166872;-43.626694;Eriocaulaceae;Eriocaulon;cipoense;;Eriocaulon cipoense;;SIG;1;Thiago;11/09/13;Centroide de Poligono;Eriocaulon cipoense
53ceafea5fbd1;;MBM;MBM;59574;41605;Hatschbach, G.;;;;;Mello-Silva, R.;;;;Minas Gerais;Grão Mogol;Grão Mogol, arredores;-16.672491;-42.974226;Velloziaceae;Barbacenia;umbrosa;;Barbacenia umbrosa;;SIG;1;Marcelo;12/09/13;Centroide de Municipio;Barbacenia umbrosa
53ceafea5fc80;;UnB;UB;;1129;Munhoz, C.B.R.;;;;;Munhoz, C.B.R.;;;;Distrito Federal;Brasília;Fazenda Água Limpa;-15.929944;-47.90625;Xyridaceae;Xyris;lanuginosa;;Xyris lanuginosa;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Xyris lanuginosa
53ceafea5fd30;;JBRJ;RB;28674;13405;Brade, A.C.;<nO>Subarbusto, flor rósea</nO>;1934;6;;R. Pilger;1936;;;Minas Gerais;Conselheiro;Conselheiro Matta.;-18.288759;-43.976799;Lythraceae;Diplusodon;mononeuros;;Diplusodon mononeuros;;GoogleEarth;1;Marcelo;12/09/13;0,251 a 1Km;Diplusodon mononeuros
53ceafea5fde0;;UnB;UB;;99/27;"Feres, F.; Crespo, S. & Belinello, R.";"<nO>Arbusto 1,30 a 1,50m alt. Frequência regular.; Próximo a afloramento rochoso ao lado direito da estrada. ; HA</nO>";1999;3;3;Feres, F.;;;;Minas Gerais;Conselheiro Matta;Estrada Diamantina - Conselheiro Mata, km 154,8 a km de Conselheiro Mata, próximo a afloramento rochoso ao lado direito da estrada.;-18.288759;-43.976799;Ochnaceae;Luxemburgia;hatschbachiana;;Luxemburgia hatschbachiana;;GoogleEarth;1;Marcelo;12/09/13;0,251 a 1Km;Luxemburgia hatschbachiana
53ceafea5fe90;;NY;NYBG_BR;939181;2285;J. R. Pirani;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=956995'>more info</a></nO>;1988;2;14;;;;;Minas Gerais;Itacambira;2 km W da cidade, na Rodovia para Juramento, no alto da serra.;-16.924396;-43.343051;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;SIG;1;Marcelo;12/09/13;Centroide de Municipio;Rhynchospora tenuis
53ceafea5ff40;;UFMG;BHCB;98911;4117;Tameirão Neto, E.;<nO>Cerrado, arbustivo</nO>;2005;9;10;;;;;Minas Gerais;Itacambira;Fazenda Tamanduá - Plantar MG 15.;-16.924396;-43.343051;Myrtaceae;Psidium;firmum;;Psidium firmum;;SIG;1;Marcelo;12/09/13;Centroide de Municipio;Psidium firmum
53ceafea6002d;;UFMG;BHCB;19611;s.n.;"Scatena, V.L.; Lemos Filho, J.P.";;1992;6;8;Mota, R.C. da;;;;Minas Gerais;Jaboticatubas;;-19.409587;-43.718819;Eriocaulaceae;Paepalanthus;crassifolius;;Paepalanthus crassifolius;;SIG;1;Marcelo;12/09/13;Centroide de Municipio;Leiothrix crassifolia
53ceafea60138;;UFMG;BHCB;20269;s.n.;Pereira, M.;;1992;8;14;;;;;Minas Gerais;Santana do Riacho;Parque Nacional Serra do Cipó.;-19.166872;-43.626694;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;SIG;1;Thiago;11/09/13;Centroide de Poligono;Rhynchospora tenuis
53ceafea60235;;MBM;MBM;58737;622;Semir, J.;<nO>=59197</nO>;;;;Feres, F.;;;;Minas Gerais;Jaboticatubas;Rodovia Lagoa Santa - Conceição do Mato Dentro, km 114;-19.409587;-43.718819;Ochnaceae;Luxemburgia;damazioana;;Luxemburgia damazioana;;SIG;1;Marcelo;12/09/13;Centroide de Municipio;Luxemburgia damazioana
53ceafea60546;Projeto Plantas Raras - shapefile;;;;;;;;;;;;;;Minas Gerais;Santana do Riacho;Serra do cipó;-19.333333;-43.583333;Turneraceae;Turnera;revoluta;;Turnera revoluta;;;1;Marcelo;26/09/13;;Turnera revoluta
53ceafea605f6;;UnB;UB;5342;1297;"Proença, C.E.B.; Landrum, L.";"<nO>Flores velhas, botões e frutos jovens verde-claro brilhantes.; Arbusto pouco ramificado 0,6m. Fruto verde-claro.; . ; HA</nO>";1995;9;3;Proença, C.E.B.;;;;Distrito Federal;Brasília;Entre Sobradinho / Planaltina, Km 20, atrás Pamonharia;-15.774968;-47.796956;Myrtaceae;Psidium;firmum;;Psidium firmum;;SIG;1;Thiago;16/09/13;Centroide de Municipio;Psidium firmum
53ceafea606c3;;UnB;UB;;9021;Heringer, E.P.;"<nO>Planta pequena.; Cerrado. ; HA</nO>";1962;10;10;Proença, C.E.B.;;;;Distrito Federal;Brasília;Parque do Guará;-15.774968;-47.796956;Myrtaceae;Psidium;firmum;;Psidium firmum;;SIG;1;Thiago;16/09/13;Centroide de Municipio;Psidium firmum
53ceafea607b3;;UFU;HUFU;57981;27364;Hatschbach, G.;"<nO>HABITAT:Campo Rupestre; DESC:Erva, flor rosada.;</nO>";1971;11;7;Romero, R.;2010;11;;Minas Gerais;Diamantina;Guinda;-18.055177;-43.65238;Melastomataceae;Microlicia;tenuifolia;;Microlicia tenuifolia;;SIG;1;Marcelo;11/09/13;Centroide de Municipio;Microlicia tenuifolia
53ceafea608bd;;UnB;UB;35526;3484;Ratter, J.A.;;1976;8;27;Salimena, F.R.G.;;;;Distrito Federal;Brasília;Área do Córrego Cabeça de Veado, ca. 9,5 km SSE da Torre TV;-15.774968;-47.796956;Verbenaceae;Lippia;grandiflora;;Lippia grandiflora;;SIG;1;Thiago;16/09/13;Centroide de Municipio;Lippia grandiflora
53ceafea609c3;;UnB;UB;;1449;Taxonomy Class of Universidade de Brasília;"<nO>. ; HA</nO>";2000;6;26;Proença, C.E.B.;;;;Distrito Federal;Brasília;Granja do Ipê;-15.774968;-47.796956;Lythraceae;Diplusodon;rosmarinifolius;;Diplusodon rosmarinifolius;;SIG;1;Thiago;16/09/13;Centroide de Municipio;Diplusodon rosmarinifolius
53ceafea60a8f;;JBRJ;RB;501010;499;V.F. Paiva;<nO>Arbusto, flor lilás.</nO>;2008;5;20;M. Oliveira;2008;7;;Distrito Federal;Brasília;Granja do Ipê. Córrego Capão Preto.;-15.774968;-47.796956;Lythraceae;Diplusodon;rosmarinifolius;;Diplusodon rosmarinifolius;;SIG;1;Thiago;16/09/13;Centroide de Municipio;Diplusodon rosmarinifolius
53ceafea60b3f;;NY;NYBG_BR;923980;9222;H. S. Irwin;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=1014869'>more info</a></nO>;1965;10;14;A. Lourteig;;;;Distrito Federal;Brasília;Chapada da Contagem, ca. 20 km E of Brasília;-15.774968;-47.796956;Lythraceae;Diplusodon;rosmarinifolius;;Diplusodon rosmarinifolius;;SIG;1;Thiago;16/09/13;Centroide de Municipio;Diplusodon rosmarinifolius
53ceafea60bf1;;NY;NYBG_BR;923979;8122;H. S. Irwin;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=1014867'>more info</a></nO>;1965;9;9;A. Lourteig;;;;Distrito Federal;Brasília;Taguatinga;-15.774968;-47.796956;Lythraceae;Diplusodon;rosmarinifolius;;Diplusodon rosmarinifolius;;SIG;1;Thiago;16/09/13;Centroide de Municipio;Diplusodon rosmarinifolius
53ceafea60dad;;MN;R-TIPOS;;504;Silveira, A.A.;;1908;4;;;;;;Minas Gerais;Serro;Monte Itambé;-18.394278;-43.353185;Eriocaulaceae;Paepalanthus;callophyllus;;Paepalanthus callophyllus;;GoogleEarth;1;Marcelo;12/09/13;0,5 a 5Km;Actinocephalus callophyllus
53ceafea60e8e;;UFMG;BHCB;53826;4111;Lombardi, J.A.;"<nO>Erva rupícola, folhas papiráceas, flores amarelas, frutos imaturos verdes.; Próximo d'água, afloramento de arenito.; HABITAT: Próximo d'água, afloramento de arenito.; DESC: Erva rupícola, folhas papiráceas, flores amarelas, frutos ima</nO>";2000;10;18;Arbo, M.M.;2001;10;;Minas Gerais;São Gonçalo do Rio Preto;Parque Estadual do Rio Preto., Trilha para o Poço dos Veados.;-18.155264;-43.346665;Turneraceae;Turnera;ignota;;Turnera ignota;;SIG;1;Marcelo;12/09/13;Centroide de reserva/parque;Turnera ignota
53ceafea60f6d;;CEPLAC;CEPEC;20716;13600;S. A. Mori;<nO>Ambiente: Campo rupestre. Habito: Arbusto</nO>;1980;3;25;J. J. Wurdack;1981;0;0;Bahia;ÁGUA QUENTE;17Km ao NW cidade. Pico das Almas.;-13.527138;-41.972012;Melastomataceae;Microlicia;balsamifera;;Microlicia balsamifera;;GoogleEarth;1;Thiago;11/09/13;0,5 a 5Km;Microlicia balsamifera
53ceafea6104d;;US;NMNH-BOTANY_BR;3031959.2165485;;S. Hill;;1973;5;14;;;;;Goiás;;Serra dos Pirineus, ca. 15 km (straight line) N of Corumba de Goias.;-15.790833;-48.836667;Fabaceae;Mimosa;virgula;;Mimosa virgula;;GoogleEarth;1;Thiago;16/09/13;5 a 10Km;Mimosa virgula
53ceafea6112c;;UnB;UB;36911;4936;Mendonça, R.C.;;2002;9;2;Proença, C.E.B.;;;;Distrito Federal;Brasília;Fazenda Água Limpa da Universidade de Brasília;-15.918611;-47.918333;Myrtaceae;Psidium;firmum;;Psidium firmum;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Psidium firmum
53ceafea611e5;;UFU;HUFU;40824;1362;Oliveira, G.C.;"<nO>HABITAT:Vereda.; DESC:Herbácea, ca. 3,0 m.;</nO>";2002;10;21;;;;;Minas Gerais;Uberlândia;Fazenda Pinusplan-A 6 km da BR 050, na altura do km 25.;-19.019656;-48.360579;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;SIG;1;Marcelo;11/09/13;Centroide de Municipio;Rhynchospora tenuis
53ceafea613f6;;UFJF;CESJ;54824;s.n.;S.A.T.Lavagnolli;<nO>Subarbusto com flores de coloração lilás-azulada.</nO>;2002;10;28;F.R.G. Salimena;2009;11;;Paraná;Umuarama;Horto Medicinal;-23.669321;-53.418858;Verbenaceae;Bouchea;fluminensis;;Bouchea fluminensis;;SIG;1;Marcelo;25/09/13;Centroide de Municipio;Bouchea fluminensis
53ceafea614a4;;CEPLAC;CEPEC;20734;13612;S. A. Mori;<nO>Ambiente: Campo rupestre. Habito: Arbusto</nO>;;;;E. N. Lughadha;;;;Bahia;ÁGUA QUENTE;Arredores do Pico das Almas.;-13.527138;-41.972012;Melastomataceae;Microlicia;minima;;Microlicia minima;;GoogleEarth;1;Thiago;11/09/13;0,5 a 5Km;Microlicia minima
53ceafea61603;;NY;NYBG_BR;632249;3042;W. Ganev;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=733732'>more info</a></nO>;1994;3;3;R. M. Harley;1998;;;Bahia;Abaíra;Guarda-Mor;-13.3;-41.87;Lamiaceae;Hyptis;irwinii;;Hyptis irwinii;;Coletor;1;Marcelo;23/09/13;5 a 10Km;Hyptis irwinii
53ceafea616b4;;UnB;UB;;7610;Heringer, E.P.;"<nO>Cascalho ; HA</nO>";1960;6;18;Romero, R.;;;;Goiás;Cristalina;Margem rodovia de Brasilia;-16.667627;-47.514299;Melastomataceae;Chaetostoma;selagineum;;Chaetostoma selagineum;;SIG;1;Thiago;16/09/13;Centroide de Municipio;Chaetostoma selagineum
53ceafea61766;;UnB;UB;;s.n.;Souza, V.H.;"<nO>Flor branca.; Perto do rio ; HA</nO>";1985;6;30;Romero, R.;;;;Goiás;Cristalina;Topázio.;-16.667627;-47.514299;Melastomataceae;Chaetostoma;selagineum;;Chaetostoma selagineum;;SIG;1;Thiago;16/09/13;Centroide de Municipio;Chaetostoma selagineum
53ceafea61b07;;JBRJ;RB;103526;1204;Roth, L.;<nO>Herbácea do Cerrado, espigas amarelo-marrom.</nO>;1955;3;27;C. Delfini;2012;9;;Minas Gerais;Belo Horizonte;Serra do Curral (Barreiro).;-19.964218;-43.902887;Poaceae;Axonopus;aureus;;Axonopus aureus;;GoogleEarth;1;Marcelo;11/09/13;5 a 10Km;Axonopus aureus
53ceafea61bd2;;FURB;FURB;676;;K. Esemann-Quadros;"<nO>; HABITAT: campo rupestre; HABITO: herbácea</nO>";2001;1;9;K. Esemann-Quadros;2001;1;9;Minas Gerais;Santana do Riacho;Serra do Cipó;-19.166872;-43.626694;Cyperaceae;Bulbostylis;lombardii;;Bulbostylis lombardii;;SIG;1;Thiago;11/09/13;Centroide de Poligono;Bulbostylis lombardii
53ceafea61cd6;;MBM;MBM;35598;11601;Anderson, W.R.;;;;;Gates, B.;;;;Minas Gerais;Diamantina;Serra do Espinhaço;-19.053349;-43.670717;Malpighiaceae;Banisteriopsis;arborea;;Banisteriopsis arborea;;SIG;1;Marcelo;11/09/13;Centroide de Poligono;Banisteriopsis arborea
53ceafea61dad;;UFMG;BHCB;21189;s.n.;Mello Silva, R.;;1986;9;2;;;;;Minas Gerais;Grão Mogol;;-16.672491;-42.974226;Velloziaceae;Vellozia;prolifera;;Vellozia prolifera;;SIG;1;Marcelo;12/09/13;Centroide de Municipio;Vellozia prolifera
53ceafea61f6c;;CEPLAC;CEPEC;34371;47505;G. Hatschbach;<nO>Ambiente: Campo Rupestre. Solo arenoso. Habito: Arbusto pouco ramoso, 2,50m.</nO>;;;;M. Groppo;;;;Bahia;Mucugê;Córrego Moreira.;-13.337144;-41.439611;Aquifoliaceae;Ilex;mucugensis;;Ilex mucugensis;;SIG;1;Marcelo;13/09/13;Centroide de Municipio;Ilex mucugensis
53ceafea62059;Projeto Plantas Raras - shapefile;;;;;;;;;;;;;;Minas Gerais;Botumirim;Serra da Canastra;-16.85;-43.016667;Araliaceae;Schefflera;botumirimensis;;Schefflera botumirimensis;;;1;Marcelo;26/09/13;;Schefflera botumirimensis
53ceafea6221d;;UFMG;BHCB;105787;203;"Marino, F.; Rossi, F.; Gonçalves, F.A. & Honorato, D.";"<nO>Arbusto de 1,5 crescendo em pasto e de flores amarelas.; DESC: Arbusto de 1,5 crescendo em pasto e de flores amarelas.</nO>";2006;12;9;Dittrich, V.A.O.;;;;Minas Gerais;Jaíba;APA da Serra do Sabonetal., pastagem localizada próxima a Serra do Sabonetal, dentro da fazenda AGROPEVA;-15.231742;-43.690262;Malpighiaceae;Amorimia;velutina;;Amorimia velutina;;SIG;1;Thiago;23/09/13;Centroide de Municipio;Amorimia velutina
53ceafea622fe;;ESALQ;ESA;23988;3339;Barreto, K.D. Fernandes, G.D., Fernandes, R.D.;"<nO>Erva, 20 cm alt.; espiguetas castanhas.</nO>";1994;12;1;;;;;São Paulo;Juquiá;Fazenda Primavera. 24*17'50,1'S, 47*44'31,2'W. Área perturbada.;-24.206442;-47.639307;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;SIG;1;Thiago;23/09/13;Centroide de Municipio;Rhynchospora tenuis
53ceafea624c5;;JBRJ;RB;515181;364;F. J. de Carvalho;<nO>flor lilás</nO>;2010;11;19;F. J. de Carvalho;2010;11;;Goiás;Cristalina;Serra Topázios.;-16.667627;-47.514299;Melastomataceae;Chaetostoma;selagineum;;Chaetostoma selagineum;;SIG;1;Thiago;16/09/13;Centroide de Municipio;Chaetostoma selagineum
53ceafea625a8;;JBRJ;RB;323132;10242;Thomas, W.W.;"<nO>Herb in forest, 1.5 m tall; leaves dull green above, pale green beneath; inflorescence bracts pale green, some tinged reddish; corollas pale pink abaxially, magenta-purple adaxially.</nO>";1994;2;2;Denise M. Braz;2006;3;14;Bahia;Jussari;Branch road to fazendas, ca. 9 km. north of Jussari on road to Palmira.;-15.148238;-39.489376;Acanthaceae;Poikilacanthus;bahiensis;;Poikilacanthus bahiensis;;SIG;1;Thiago;23/09/13;Centroide de Municipio;Poikilacanthus bahiensis
53ceafea6276b;;MBM;MBM;24380;31088;Hatschbach, G.;;1973;2;17;Moldenke, H.N.;;;;Minas Gerais;Diamantina;Rodovia Guinda - Conselheiro Mata;-18.055177;-43.65238;Eriocaulaceae;Paepalanthus;stereophyllus;;Paepalanthus stereophyllus;;SIG;1;Marcelo;11/09/13;Centroide de Municipio;Actinocephalus stereophyllus
53ceafea6284d;;UFPR;UPCB;60770;1536;Kozera, C.;<nO>Herbácea em várzea.</nO>;2002;6;21;Guimarães, O.A.;2007;1;1;Paraná;Araucária;REPAR.;-25.592607;-49.461472;Cyperaceae;Rhynchospora;tenuis;;Rhynchospora tenuis;;SIG;1;Thiago;23/09/13;Centroide de Municipio;Rhynchospora tenuis
53ceafea62bc7;;US;NMNH-BOTANY_BR;2833700.2508286;;E. Lleras;;1977;2;17;;;;;Pará;;"Along br 163. cuiaba-santarem road, km 852; serra do cachimbo";-8.231923;-55.452379;Fabaceae;Chamaecrista;dumalis;;Chamaecrista dumalis;;Google Earth;1;Thiago;23/09/13;50 a 100Km;Chamaecrista dumalis
53ceafea62d70;;JBRJ;RB;314178;6911;Heringer, E.P.;"<nO>SEMI PARASITA; FRUTOS IMATUROS COR AVERMELHADAS, MUITO VISTOSAS;</nO>";1981;5;7;RIZZINI;1982;7;28;Distrito Federal;Brasília;BACIA DO RIO SÃO BARTOLOMEU.;-16.148981;-47.664319;Loranthaceae;Struthanthus;planaltinae;;Struthanthus planaltinae;;SIG;1;Thiago;16/09/13;Centroide de Poligono;Struthanthus planaltinae
53ceafea62e46;;UFBA;ALCB;24545;s.n.;Bautista, H.P.;;1983;11;17;Pinto, G.C.P.;1988;3;;Bahia;Chapada Diamantina;;-12.941367;-41.281258;Verbenaceae;Stachytarpheta;bicolor;;Stachytarpheta bicolor;;SIG;1;Marcelo;12/09/13;Centroide de Poligono;Stachytarpheta bicolor
53ceafea62fec;;JBRJ;RB;273980;2182;Heringer, E.P.;<nO>FOLHAS SUBCORIACEAS, FLORES VERDES CLAROS.</nO>;1979;10;2;;;;;Distrito Federal;Brasília;MATA NO RIO SÃO BARTOLOMEU.;-16.148981;-47.664319;Loranthaceae;Struthanthus;planaltinae;;Struthanthus planaltinae;;SIG;1;Thiago;16/09/13;Centroide de Poligono;Struthanthus planaltinae
53ceafea630c7;;JBRJ;RB;458858;413;J.F. Pastore;<nO>Erva, flores brancas.</nO>;2003;3;6;;;;;Goiás;Cavalcante;Estrada para Cavalcante.;-13.753177;-47.72084;Polygalaceae;Polygala;suganumae;;Polygala suganumae;;SIG;1;Marcelo;16/09/13;Centroide de Municipio;Polygala suganumae
53ceafea63270;;NY;NYBG_BR;983351;14399;E. Y. Dawson;<nO><a href='http://sweetgum.nybg.org/vh/specimen.php?irn=1114100'>more info</a></nO>;1956;4;19;D. R. Windler;;;;Goiás;São João d'Aliança;Region of the Chapada dos Veadeiros. Along road 19-19½ km north of São João da Aliança;-14.936498;-47.491235;Fabaceae;Crotalaria;goiasensis;;Crotalaria goiasensis;;Google Earth;1;Thiago;13/09/13;5 a 10Km;Crotalaria goiasensis
53ceafea635bd;;UFJF;CESJ;44350;3948;J.M. Silva;<nO>Ereta,ca.50cm. alt.,flor purpúrea.Campo limpo,seco.</nO>;2004;1;27;G. Hatschbach;2004;1;1;Paraná;Palmeira;Rod.BR-277,Rio do Salto;-25.456629;-50.048439;Verbenaceae;Bouchea;fluminensis;;Bouchea fluminensis;;SIG;1;Thiago;16/09/13;Centroide de Municipio;Bouchea fluminensis
53ceafea63691;;IBt;SP;314888;976;Kawasaki, M.L.;"<nO>DESC:Arvoreta ca. 5m alt., sépalas amarelo-avermelhadas, pétalas, androceu e gineceu amarelos;</nO>";1997;5;23;Barneby, R.C.;1997;1;1;Minas Gerais;Santa Bárbara;Serra do Caraça-Trilha do Pico da Carapuça;-20.099705;-43.483239;Fabaceae;Chamaecrista;pilicarpa;;Chamaecrista pilicarpa;;SIG;1;Marcelo;12/09/13;Centroide de Poligono;Chamaecrista pilicarpa
53ceafea63764;;MO;MOBOT_BR;3178900;12275;Irwin, Grear, Souza & dos Santos;;;;;Windler, 1979/;;;;Distrito Federal;;Gallery forest, Fazenda Vargem Bonita, ca. 10 km. S. of Brasilia.;-15.774968;-47.796956;Fabaceae;Crotalaria;goiasensis;;Crotalaria goiasensis;;SIG;1;Thiago;18/09/13;Centroide de Municipio;Crotalaria goiasensis
